0 7872.0
 
1 6030.0
 
2 6230.0
 
3 7659.0
 
4 6043.0
 
5 6178.0
 
6 7265.0
 
7 7934.0
 
8 5387.0
 
9 8480.0
 
10 7150.0
 
11 8101.0
 
12 7204.0
 
13 8624.0
 
14 9198.0
 
15 7758.0
 
16 8363.0
 
17 7808.0
 
18 8818.0
 
19 6901.0
 
20 9546.0
 
21 9432.0
 
22 9339.0
 
23 6081.0
 
24 6638.0
 
25 7417.0
 
26 8173.0
 
27 6501.0
 
28 6881.0
 
29 7095.0
 
30 7584.0
 
31 8556.0
 
32 8492.0
 
33 7691.0
 
34 10941.0
 
35 7531.0
 
36 11063.0
 
37 8441.0
 
38 5402.0
 
39 9111.0
 
40 8003.0
 
41 8762.0
 
42 8159.0
 
43 10326.0
 
44 9023.0
 
45 9304.0
 
46 7693.0
 
47 8114.0
 
48 9315.0
 
49 7635.0
 
